price,log_price,model_year,age,mileage,log_mileage,brand,brand_group,fuel_type,transmission,accident,clean_title,row_id
25900,10.16199824768763,2018,6,61700,11.03005541721757,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2060
4500,8.411832675758411,1995,29,94000,11.451060699493427,Volvo,Volvo,Unknown/Other,Automatic,None reported,Yes,2061
26800,10.196157166498947,2017,7,128000,11.759793355371237,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2062
39000,10.571316925111784,2018,6,26000,10.165890277802454,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2063
29950,10.307284603543595,2015,9,74000,11.211833885608513,Audi,Audi,Gasoline,Automatic,None reported,Yes,2064
28900,10.271596874100524,2012,12,54900,10.91328684226798,Audi,Audi,Gasoline,Manual,Unknown,Unknown,2065
11500,9.350102314351341,2012,12,141775,11.862003626287084,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,2066
12000,9.392661928770137,2001,23,63250,11.054866216741466,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Yes,2067
44998,10.714373323320329,2022,2,13895,9.53935630792094,Audi,Audi,Hybrid,Automatic,None reported,Unknown,2068
27900,10.236381967809457,2014,10,35900,10.488520429241627,Ford,Ford,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2069
71999,11.184407509012852,2022,2,48306,10.785331756675916,GMC,GMC,Gasoline,Automatic,Accident/damage reported,Yes,2070
10500,9.259130536145614,2012,12,125000,11.736077016252437,Audi,Audi,Gasoline,Automatic,None reported,Yes,2071
38000,10.545341438708522,2016,8,37700,10.537441898283253,Dodge,Dodge,Unknown/Other,Automatic,Accident/damage reported,Yes,2072
36000,10.491274217438248,2017,7,103000,11.542493975902508,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2073
25382,10.14179554037011,2021,3,45303,10.721150607793641,Mazda,Mazda,Gasoline,Automatic,None reported,Unknown,2074
27500,10.221941283654663,2016,8,53900,10.894904309600681,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2075
20000,9.903487552536127,2008,16,54000,10.896757843893464,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2076
17950,9.795345393916424,2007,17,129000,11.767575435251748,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2077
44646,10.706519996625316,2022,2,10232,9.233373071086755,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2078
58998,10.985258824008211,2023,1,3708,8.21851757748959,Acura,Acura,Gasoline,Automatic,None reported,Unknown,2079
14500,9.581903928408666,2018,6,167000,12.025755079404917,Nissan,Nissan,Gasoline,Automatic,Unknown,Unknown,2080
58000,10.968198289528557,2019,5,37000,10.518700218288165,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2081
24998,10.126551100650167,2022,2,10419,9.251482315307358,Subaru,Subaru,Gasoline,Other,Accident/damage reported,Unknown,2082
22500,10.021270588192511,2014,10,96238,11.474589959904636,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,2083
38500,10.558413520275876,2022,2,12700,9.44943600950432,Subaru,Subaru,Gasoline,CVT,None reported,Yes,2084
16900,9.735068900911164,2007,17,244000,12.404927602627597,Chevrolet,Chevrolet,E85 Flex Fuel,Automatic,None reported,Yes,2085
25000,10.126631103850338,2015,9,124000,11.728044909070785,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2086
15000,9.615805480084347,2009,15,123000,11.719947764402807,BMW,BMW,Gasoline,Automatic,None reported,Yes,2087
49900,10.81777628173961,2022,2,24900,10.122663242288953,GMC,GMC,Gasoline,Automatic,None reported,Yes,2088
20000,9.903487552536127,2016,8,95500,11.466891997618188,Ford,Ford,Gasoline,Automatic,None reported,Yes,2089
82000,11.314474526246391,2021,3,48300,10.785207543360087,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2090
25999,10.165813354725493,2008,16,94000,11.451060699493427,BMW,BMW,Gasoline,Manual,None reported,Yes,2091
12000,9.392661928770137,2011,13,183000,12.117246896289503,Nissan,Nissan,Gasoline,Automatic,Accident/damage reported,Yes,2092
11500,9.350102314351341,2013,11,126225,11.745829230056598,Ford,Ford,Hybrid,CVT,Accident/damage reported,Yes,2093
16000,9.680344001221918,2016,8,87892,11.383875444552215,Volkswagen,Volkswagen,Gasoline,Manual,None reported,Yes,2094
41500,10.63344870621879,2012,12,45000,10.714439990727769,Cadillac,Cadillac,Gasoline,Automatic,None reported,Yes,2095
156900,11.963363938721123,2022,2,1023,6.931471805599453,Aston,Other,Gasoline,Automatic,None reported,Yes,2096
37500,10.532096211958502,2015,9,106000,11.571203807011969,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2097
25500,10.146433731146518,2019,5,51300,10.84546552414626,GMC,GMC,Gasoline,Automatic,Accident/damage reported,Yes,2098
28979,10.274326708723063,2021,3,30176,10.314835323802448,Ford,Ford,Gasoline,Automatic,None reported,Yes,2099
39884,10.593730519948684,2021,3,27598,10.225534819164793,Nissan,Nissan,Gasoline,Automatic,None reported,Unknown,2100
9499,9.158941808890182,2012,12,107000,11.580593459194764,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Yes,2101
65000,11.082142548877775,2019,5,17500,9.770013301136158,Land,Land,Gasoline,Automatic,None reported,Yes,2102
42000,10.645424897265505,2017,7,117878,11.67741395361239,RAM,RAM,Diesel,Automatic,None reported,Yes,2103
7000,8.85366542803745,2010,14,138700,11.840075816082267,Nissan,Nissan,Gasoline,CVT,Accident/damage reported,Yes,2104
12350,9.421411342056123,2009,15,152068,11.932089644193898,Cadillac,Cadillac,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2105
26999,10.203555107263542,2016,8,77000,11.251573687764477,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,2106
37000,10.51867319162636,2017,7,26000,10.165890277802454,Ford,Ford,Gasoline,Manual,None reported,Yes,2107
14000,9.546812608597396,2014,10,131200,11.784485777414298,Lexus,Lexus,Hybrid,Automatic,None reported,Yes,2108
20599,9.932997809910068,2017,7,83280,11.329975710901676,Buick,Buick,Gasoline,Automatic,None reported,Unknown,2109
53500,10.887436932884098,2015,9,59000,10.985309671896763,BMW,BMW,Gasoline,Manual,None reported,Yes,2110
30000,10.308952660644293,2020,4,15500,9.648659816955295,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Yes,2111
19950,9.90098442231801,2013,11,90000,11.407576060361786,BMW,BMW,Gasoline,Automatic,None reported,Yes,2112
10995,9.305195902988862,2006,18,94000,11.451060699493427,INFINITI,INFINITI,Gasoline,Automatic,Accident/damage reported,Yes,2113
55000,10.915088464214607,2008,16,63750,11.062740149172154,Hummer,Other,Gasoline,Automatic,Accident/damage reported,Yes,2114
15990,9.679718805828,2011,13,95500,11.466891997618188,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,2115
26000,10.165851817003619,2019,5,37900,10.542732775946709,Acura,Acura,Gasoline,Automatic,None reported,Yes,2116
154900,11.95053502640496,2015,9,13250,9.491828300264636,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2117
40995,10.621205387030278,2019,5,76249,11.241772694469658,RAM,RAM,Gasoline,Automatic,Accident/damage reported,Unknown,2118
39000,10.571316925111784,2001,23,81000,11.302216779257382,BMW,BMW,Gasoline,Manual,None reported,Yes,2119
60894,11.016889926676873,2022,2,37806,10.540249549648204,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2120
17700,9.78131991856192,2010,14,151544,11.928637889529943,Dodge,Dodge,Gasoline,Automatic,Accident/damage reported,Yes,2121
26950,10.201738576337144,2012,12,60345,11.00784994429592,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2122
12000,9.392661928770137,2010,14,90305,11.410959182380418,Dodge,Dodge,Gasoline,Automatic,None reported,Yes,2123
42599,10.659586057803535,2022,2,13275,9.493713172839865,Jeep,Jeep,Gasoline,Automatic,None reported,Unknown,2124
45000,10.714417768752456,2018,6,8660,9.066585468331045,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2125
73600,11.206400304716968,2021,3,28220,10.247821660640062,Ford,Ford,Diesel,Automatic,None reported,Yes,2126
39950,10.595383951194421,2015,9,97700,11.489667073393028,Ford,Ford,Diesel,Automatic,None reported,Yes,2127
98000,11.49272275765271,2023,1,4200,8.343077871169383,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2128
199991,12.206027644517643,2020,4,27404,10.218480757480217,Bentley,Bentley,Gasoline,Automatic,None reported,Unknown,2129
24000,10.085809109330082,2016,8,100000,11.51293546492023,Lincoln,Lincoln,Gasoline,Automatic,None reported,Yes,2130
29993,10.308719300084501,2018,6,63295,11.055577414982384,Land,Land,Gasoline,Automatic,None reported,Yes,2131
96500,11.477298287327077,2022,2,3000,8.006700845440367,Land,Land,Gasoline,Automatic,None reported,Yes,2132
25500,10.146433731146518,2014,10,102604,11.538641943474865,Chevrolet,Chevrolet,E85 Flex Fuel,Automatic,None reported,Yes,2133
99000,11.502875129116727,2017,7,39800,10.591647316585027,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2134
40100,10.599131613294661,2019,5,124000,11.728044909070785,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2135
36750,10.511893504640982,2022,2,12080,9.399389249519563,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2136
69500,11.149082031552883,2018,6,39300,10.579005242826247,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2137
29000,10.275051108968611,2019,5,51000,10.839600519357369,INFINITI,INFINITI,Gasoline,CVT,Accident/damage reported,Yes,2138
97500,11.487607656985938,2023,1,250,5.5254529391317835,Rivian,Other,Unknown/Other,Automatic,Unknown,Unknown,2139
35999,10.49124643927466,2017,7,67000,11.112462823634855,Land,Land,Gasoline,Automatic,None reported,Yes,2140
14195,9.560645068907071,2014,10,95400,11.465844339561734,INFINITI,INFINITI,Gasoline,Automatic,Unknown,Unknown,2141
11000,9.305650551780507,2013,11,136991,11.827677808944673,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,2142
55000,10.915088464214607,2022,2,3959,8.283999304248526,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2143
31000,10.341742483467284,2020,4,47500,10.768506042432708,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2144
13000,9.472704636443673,2005,19,176691,12.082163382806353,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,2145
55000,10.915088464214607,2021,3,33000,10.404293143019792,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2146
27500,10.221941283654663,2014,10,34600,10.451637862362272,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2147
34000,10.4341158035983,2014,10,84500,11.344518647594766,RAM,RAM,Gasoline,Automatic,None reported,Yes,2148
37500,10.532096211958502,2022,2,36100,10.494075844768336,Kia,Kia,Hybrid,Automatic,None reported,Yes,2149
17000,9.740968623038354,2015,9,92225,11.431997365452988,Hyundai,Hyundai,Gasoline,Automatic,Accident/damage reported,Yes,2150
25695,10.15405169942633,2020,4,17500,9.770013301136158,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2151
6000,8.699514748210191,2011,13,114323,11.64679180149478,Ford,Ford,Gasoline,Automatic,None reported,Yes,2152
27500,10.221941283654663,2014,10,92000,11.429554725537322,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2153
29998,10.308885991755306,2018,6,29025,10.275947259030309,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2154
65000,11.082142548877775,2021,3,17000,9.741027444837728,Dodge,Dodge,Gasoline,Automatic,None reported,Yes,2155
13000,9.472704636443673,2015,9,96476,11.477059916950205,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,2156
39127,10.574568044746826,2021,3,36311,10.499903544136302,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Yes,2157
35000,10.46310334047155,2016,8,56842,10.94804836055082,Land,Land,Gasoline,Automatic,None reported,Yes,2158
29510,10.292484467936985,2021,3,23677,10.072301625971582,Nissan,Nissan,Gasoline,CVT,None reported,Unknown,2159
31700,10.364071959865372,2020,4,27340,10.216142686053809,Buick,Buick,Gasoline,Automatic,None reported,Unknown,2160
41986,10.645091508364267,2020,4,26177,10.172674642351664,Chevrolet,Chevrolet,Gasoline,Automatic,Unknown,Unknown,2161
10000,9.210340371976184,2009,15,122348,11.714632895564021,Pontiac,Other,Gasoline,Automatic,Accident/damage reported,Yes,2162
22500,10.021270588192511,2015,9,98000,11.49273296168228,BMW,BMW,Gasoline,Automatic,None reported,Yes,2163
29000,10.275051108968611,2019,5,32300,10.382853468483827,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2164
26750,10.194289752324153,2019,5,18997,9.852088989450127,MINI,MINI,Gasoline,Automatic,None reported,Yes,2165
67995,11.127189452043059,2016,8,40350,10.605371456538457,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2166
14300,9.568014816247999,2011,13,156856,11.963089841249072,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2167
46000,10.736396675471232,2017,7,61773,11.03123784294756,BMW,BMW,Gasoline,Automatic,None reported,Yes,2168
22000,9.998797732340453,2011,13,74500,11.218567827096358,Ford,Ford,Gasoline,Manual,None reported,Yes,2169
5000,8.517193191416238,2016,8,99000,11.502885230075814,Jeep,Jeep,Gasoline,Automatic,Accident/damage reported,Yes,2170
15000,9.615805480084347,2008,16,63496,11.058747939670257,INFINITI,INFINITI,Gasoline,Manual,None reported,Yes,2171
47500,10.768484990022733,2022,2,18465,9.823686482332572,Ford,Ford,Gasoline,Automatic,None reported,Yes,2172
72995,11.19814622463408,2007,17,42635,10.660454245809028,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2173
18900,9.846917201047734,2005,19,99000,11.502885230075814,INFINITI,INFINITI,Gasoline,Manual,None reported,Yes,2174
13750,9.528794103094718,2013,11,87500,11.37940550085183,Chrysler,Chrysler,Gasoline,Automatic,None reported,Yes,2175
6800,8.824677891164198,2007,17,138000,11.835016210489899,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2176
28995,10.274878680310541,2018,6,70891,11.16891287117503,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2177
29444,10.290245433178596,2020,4,55403,10.92240707229499,Buick,Buick,Gasoline,Automatic,Accident/damage reported,Yes,2178
89995,11.40750939221358,2022,2,3213,8.075271546297458,BMW,BMW,Gasoline,Automatic,None reported,Yes,2179
21999,9.998752276761909,2005,19,142314,11.865798189625886,Pontiac,Other,Gasoline,Manual,Accident/damage reported,Yes,2180
36740,10.511621358769117,2013,11,53000,10.87806606028079,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2181
7500,8.922658299524402,2014,10,120250,11.697336503941745,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,2182
29500,10.292145542327912,2015,9,72329,11.188994259843327,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2183
9995,9.209840246934501,2007,17,153692,11.942712385223459,Hummer,Other,Gasoline,Automatic,None reported,Yes,2184
37000,10.51867319162636,2021,3,32670,10.394243113248184,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2185
18000,9.798127036878302,2018,6,235000,12.367345048436391,Ford,Ford,Gasoline,Automatic,Unknown,Unknown,2186
82000,11.314474526246391,2022,2,8681,9.06900719585954,Rivian,Other,Unknown/Other,Automatic,None reported,Yes,2187
18000,9.798127036878302,2012,12,98400,11.496806245590331,Audi,Audi,Gasoline,Automatic,None reported,Yes,2188
46500,10.747207591575448,2023,1,1400,7.244941546337007,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2189
29999,10.308919326755392,2018,6,32000,10.373522431293592,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2190
9000,9.104979856318357,1997,27,92800,11.438212694578302,Ford,Ford,Gasoline,Automatic,None reported,Yes,2191
130000,11.77528972943772,2021,3,75151,11.227268008266776,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2192
12500,9.433483923290392,2008,16,94000,11.451060699493427,Subaru,Subaru,Gasoline,Manual,None reported,Yes,2193
18700,9.836278802842678,2014,10,67350,11.11767302953823,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,2194
21000,9.95227771670556,2001,23,66500,11.104972264124868,BMW,BMW,Gasoline,Manual,None reported,Yes,2195
14500,9.581903928408666,2014,10,70612,11.164969542507722,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2196
11500,9.350102314351341,2007,17,112630,11.631872267631467,Toyota,Toyota,Gasoline,Automatic,Accident/damage reported,Yes,2197
6499,8.77940359789435,2014,10,124705,11.73371424598776,Dodge,Dodge,E85 Flex Fuel,Automatic,None reported,Yes,2198
34000,10.4341158035983,2018,6,61000,11.0186455364637,BMW,BMW,Gasoline,Manual,Accident/damage reported,Yes,2199
32999,10.404232536959167,2017,7,157272,11.965738427778135,RAM,RAM,Diesel,Automatic,Accident/damage reported,Yes,2200
20399,9.923241159022965,2015,9,84000,11.338583982516495,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2201
47500,10.768484990022733,2020,4,27981,10.23931672529323,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2202
63000,11.05089000537367,2009,15,18000,9.798182590890704,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,2203
38200,10.550590794594667,2019,5,27123,10.208174223803733,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2204
83900,11.337380892455297,2021,3,3053,8.024207485778577,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2205
19000,9.852194258148577,2015,9,60251,11.006291045822707,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,2206
28000,10.239959789157341,2021,3,5093,8.535818655539403,Mazda,Mazda,Gasoline,Manual,None reported,Yes,2207
115785,11.659490302052063,2018,6,31875,10.36960865451764,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,2208
7000,8.85366542803745,2005,19,175722,12.076664170559505,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2209
59900,11.00043178410354,2015,9,17900,9.792611856190192,BMW,BMW,Gasoline,Automatic,None reported,Yes,2210
22999,10.043206015705211,2015,9,142792,11.869151308078278,GMC,GMC,Gasoline,Automatic,None reported,Yes,2211
11800,9.375854810453756,2001,23,53814,10.893307517698398,BMW,BMW,Gasoline,Automatic,Unknown,Unknown,2212
26900,10.19988156558993,2010,14,89400,11.400887146781374,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2213
15000,9.615805480084347,2007,17,86000,11.362114203075018,Chrysler,Chrysler,Gasoline,Automatic,None reported,Yes,2214
5000,8.517193191416238,2008,16,61595,11.028352212348304,smart,Other,Gasoline,Automatic,None reported,Yes,2215
38000,10.545341438708522,2018,6,74000,11.211833885608513,Toyota,Toyota,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2216
16500,9.711115659888671,2004,20,130000,11.775297421715827,Hummer,Other,Gasoline,Automatic,Accident/damage reported,Yes,2217
29000,10.275051108968611,2015,9,86000,11.362114203075018,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,2218
7500,8.922658299524402,2008,16,140600,11.853681370708943,Land,Land,Gasoline,Automatic,None reported,Yes,2219
27900,10.236381967809457,2018,6,27532,10.223140564230144,Audi,Audi,Gasoline,Automatic,None reported,Yes,2220
12500,9.433483923290392,2017,7,91000,11.418625774449596,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2221
28500,10.257659366256743,2014,10,63000,11.050905878263567,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2222
49999,10.81975828421028,2022,2,10500,9.259225769705994,Jeep,Jeep,Plug-In Hybrid,Automatic,None reported,Yes,2223
21500,9.975808214115753,2014,10,75073,11.2262295727495,Mercedes-Benz,Mercedes-Benz,E85 Flex Fuel,Automatic,None reported,Yes,2224
9000,9.104979856318357,2008,16,140000,11.849404844423074,Jeep,Jeep,Gasoline,Automatic,Accident/damage reported,Yes,2225
30500,10.325481962595504,2019,5,30300,10.318935994253193,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2226
4200,8.34283980427146,2009,15,139000,11.842236406331555,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2227
17900,9.792555991828847,2006,18,118000,11.678448377988165,Hummer,Other,Gasoline,Automatic,None reported,Yes,2228
53000,10.87804719253426,2015,9,51000,10.839600519357369,BMW,BMW,Plug-In Hybrid,Automatic,None reported,Yes,2229
36500,10.505067539570582,2009,15,69423,11.147987908038132,Cadillac,Cadillac,Gasoline,Automatic,None reported,Yes,2230
12500,9.433483923290392,2017,7,52284,10.864464802032689,Lincoln,Lincoln,Gasoline,Automatic,Accident/damage reported,Yes,2231
4000,8.294049640102028,2006,18,111228,11.619346418165367,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,2232
49900,10.81777628173961,2019,5,52300,10.86477077032911,Land,Land,Gasoline,Automatic,None reported,Yes,2233
32612,10.392435597782802,2021,3,95993,11.472040968496767,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,2234
47541,10.769347775610917,2022,2,26716,10.19305534589812,Kia,Kia,Gasoline,Automatic,None reported,Unknown,2235
67190,11.115279705914196,2023,1,39517,10.584511543293763,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Unknown,2236
41000,10.621327345686446,2019,5,31600,10.360944044643913,Ford,Ford,Gasoline,Manual,None reported,Yes,2237
18300,9.814656338829513,2017,7,83298,11.330191823280956,BMW,BMW,Gasoline,Automatic,None reported,Yes,2238
31599,10.360880753504652,2017,7,95212,11.463871766078572,Land,Land,Gasoline,Automatic,None reported,Yes,2239
51750,10.854179711127616,2010,14,61600,11.028433383156079,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2240
12000,9.392661928770137,2011,13,130921,11.782357005003169,INFINITI,INFINITI,Gasoline,Other,None reported,Yes,2241
45515,10.72579722093939,2020,4,41000,10.62135173563291,RAM,RAM,Gasoline,Automatic,Unknown,Unknown,2242
90000,11.407564949312402,2024,0,1500,7.313886831633462,BMW,BMW,Gasoline,Automatic,None reported,Yes,2243
17390,9.763650607348328,2017,7,79950,11.289169226001263,MINI,MINI,Gasoline,Automatic,None reported,Yes,2244
95000,11.461632170582678,2021,3,31500,10.357774570341576,Cadillac,Cadillac,Gasoline,Automatic,None reported,Yes,2245
140000,11.84939770159144,2017,7,61000,11.0186455364637,Audi,Audi,Gasoline,Automatic,None reported,Yes,2246
43449,10.679343115468965,2021,3,45867,10.733522985158196,RAM,RAM,Gasoline,Automatic,None reported,Yes,2247
85500,11.356271654924852,2014,10,22700,10.030164255362632,Porsche,Porsche,Gasoline,Manual,Accident/damage reported,Yes,2248
48500,10.789319076925574,2009,15,43000,10.668978650219241,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,2249
27000,10.203592144986466,2015,9,99000,11.502885230075814,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2250
16900,9.735068900911164,2006,18,135000,11.813037464800539,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2251
29000,10.275051108968611,2019,5,46000,10.736418414365376,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,2252
10995,9.305195902988862,2014,10,79615,11.284970356658796,Ford,Ford,Gasoline,Automatic,None reported,Yes,2253
86900,11.372513311253483,2021,3,13250,9.491828300264636,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2254
60500,11.010398644018933,2019,5,41200,10.626217806887722,Land,Land,Gasoline,Automatic,None reported,Yes,2255
30500,10.325481962595504,2016,8,116500,11.665655135642039,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,2256
90200,11.409784706050715,1993,31,75980,11.238238588013258,Acura,Acura,Unknown/Other,Automatic,None reported,Yes,2257
87150,11.375386050948167,2018,6,24059,10.08830598952867,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2258
15400,9.642122788401721,2015,9,118500,11.682676678340282,Audi,Audi,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2259
99998,11.512905464770226,2020,4,15097,9.62231756369957,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2260
43000,10.668955394675699,2018,6,20000,9.90353755128617,Maserati,Maserati,Gasoline,Automatic,None reported,Yes,2261
30798,10.335205031788359,2020,4,10426,9.252153874789594,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2262
63500,11.058795184880783,2023,1,9500,9.15915233520675,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2263
8500,9.047821442478408,2006,18,134000,11.80560254159177,Nissan,Nissan,Gasoline,Automatic,Accident/damage reported,Yes,2264
32500,10.388995368317829,2022,2,10500,9.259225769705994,Subaru,Subaru,Gasoline,Automatic,None reported,Yes,2265
17500,9.769956159911606,2018,6,53100,10.879951039444416,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2266
13895,9.539284342176604,2017,7,80134,11.291467991427675,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2267
25500,10.146433731146518,2021,3,24000,10.085850775128717,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,2268
10299,9.239802082125802,2006,18,61000,11.0186455364637,Volvo,Volvo,Gasoline,Manual,None reported,Yes,2269
48000,10.778956289890028,2021,3,19700,9.888424674859083,Lincoln,Lincoln,Gasoline,Automatic,None reported,Yes,2270
84500,11.344506813345266,2018,6,28182,10.246474238267561,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,2271
21000,9.95227771670556,2017,7,59500,10.993748398115178,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2272
8000,8.987196820661973,1999,25,115402,11.656185629252027,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2273
35899,10.488464718935205,2018,6,85500,11.356283350762888,GMC,GMC,Gasoline,Automatic,Accident/damage reported,Yes,2274
44900,10.712193073730345,2020,4,51000,10.839600519357369,RAM,RAM,Gasoline,Automatic,None reported,Yes,2275
45000,10.714417768752456,2021,3,17500,9.770013301136158,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2276
9999,9.21024036697585,2011,13,132000,11.790564777297387,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2277
32798,10.39812281690339,2016,8,67882,11.125540914010928,Jeep,Jeep,Gasoline,Automatic,None reported,Unknown,2278
30500,10.325481962595504,2018,6,62000,11.034905792929415,Volvo,Volvo,Gasoline,Automatic,None reported,Yes,2279
58000,10.968198289528557,2017,7,27965,10.238744765600796,BMW,BMW,Gasoline,Automatic,None reported,Yes,2280
20500,9.9281801651265,2013,11,119000,11.686887175419702,Cadillac,Cadillac,E85 Flex Fuel,Automatic,Unknown,Unknown,2281
32000,10.373491181781864,2018,6,48000,10.778977123006351,BMW,BMW,Gasoline,Automatic,None reported,Yes,2282
56598,10.943728927877908,2020,4,5541,8.620110725422924,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2283
19500,9.878169744551839,2018,6,29000,10.275085591132715,Mitsubishi,Mitsubishi,Gasoline,Automatic,None reported,Yes,2284
12995,9.47231994707559,2010,14,131100,11.783723297487764,Dodge,Dodge,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2285
11498,9.349928386183237,2015,9,102242,11.535107611903877,Subaru,Subaru,Gasoline,Manual,Accident/damage reported,Unknown,2286
79999,11.289769413577893,2016,8,18069,9.802008383586275,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2287
31900,10.370361288772935,2023,1,13000,9.472781556562168,Kia,Kia,Gasoline,Automatic,None reported,Yes,2288
